transaction_id,account_id,amount,currency,status,merchant,payment_method,timestamp
txn_93fcc219e396,acc_00029,757.31,SGD,completed,Grab,googlepay,2026-08-05T03:02:49Z
txn_7ab1095ffa77,acc_00319,481.87,SGD,denied,Guardian,card,2026-08-05T03:03:23Z
txn_42b733b869f5,acc_00231,336.88,SGD,completed,McDonald's,card,2026-08-05T03:03:30Z
txn_aa30147d1c4a,acc_00060,879.80,SGD,pending,7-Eleven,googlepay,2026-08-05T03:03:34Z
txn_01b0d5281a99,acc_00076,534.48,SGD,completed,NTUC FairPrice,applepay,2026-08-05T03:04:27Z
txn_3d3368538253,acc_00484,29.21,SGD,completed,Watsons,card,2026-08-05T03:05:12Z
txn_58c1051278b1,acc_00161,154.59,SGD,completed,Shopee,grabpay,2026-08-05T03:05:16Z
txn_0d731e11c30c,acc_00029,595.96,SGD,completed,Cold Storage,googlepay,2026-08-05T03:05:33Z
txn_b8391c97d5ab,acc_00148,660.15,SGD,denied,NTUC FairPrice,paynow,2026-08-05T03:05:41Z
txn_73f22d6f3536,acc_00235,630.99,SGD,pending,Guardian,card,2026-08-05T03:05:41Z
txn_eb8652d9d0e2,acc_00043,429.57,SGD,denied,Starbucks,grabpay,2026-08-05T03:05:51Z
txn_49d15be64ef5,acc_00391,225.56,MYR,pending,NTUC FairPrice,applepay,2026-08-05T03:06:16Z
txn_5fa74a24265a,acc_00317,407.25,SGD,completed,Guardian,applepay,2026-08-05T03:07:17Z
txn_d5b94890979e,acc_00071,316.82,SGD,denied,Watsons,paynow,2026-08-05T03:07:52Z
txn_be5a0502ae0d,acc_00427,634.95,MYR,completed,Cold Storage,card,2026-08-05T03:07:53Z
txn_9bc35a6e018d,acc_00341,47.04,SGD,pending,NTUC FairPrice,grabpay,2026-08-05T03:07:54Z
txn_dc62fbe61aa2,acc_00333,132.77,SGD,pending,Watsons,paynow,2026-08-05T03:08:04Z
txn_2314c9e88f46,acc_00431,155.92,SGD,completed,7-Eleven,paynow,2026-08-05T03:08:16Z
txn_e8f2e976073e,acc_00410,873.91,SGD,denied,Lazada,grabpay,2026-08-05T03:08:17Z
txn_b514340a1b52,acc_00489,362.33,SGD,completed,Cold Storage,grabpay,2026-08-05T03:08:42Z
txn_96f1cc6bd33f,acc_00199,726.42,SGD,completed,NTUC FairPrice,googlepay,2026-08-05T03:08:47Z
txn_3b3a617db516,acc_00184,835.41,SGD,completed,Cold Storage,googlepay,2026-08-05T03:08:58Z
txn_b9e79d821c5a,acc_00384,138.36,SGD,denied,McDonald's,paynow,2026-08-05T03:09:22Z
txn_89cb2343e49d,acc_00439,575.75,SGD,pending,Watsons,grabpay,2026-08-05T03:09:28Z
txn_d6b16d0979c0,acc_00385,224.66,SGD,pending,Cold Storage,grabpay,2026-08-05T03:10:01Z
txn_d3be291d0e46,acc_00401,320.25,SGD,completed,Starbucks,applepay,2026-08-05T03:10:17Z
txn_04950a472467,acc_00255,89.92,SGD,completed,Cold Storage,googlepay,2026-08-05T03:10:25Z
txn_1eb3c7a9994c,acc_00146,760.96,SGD,completed,Guardian,card,2026-08-05T03:11:24Z
txn_a0fe11b2252c,acc_00475,214.48,SGD,denied,7-Eleven,card,2026-08-05T03:11:45Z
txn_db969f69d63c,acc_00364,91.89,SGD,pending,Guardian,googlepay,2026-08-05T03:12:17Z
txn_64e233f0cd0c,acc_00141,190.42,SGD,denied,Shopee,applepay,2026-08-05T03:12:19Z
txn_f4d6e450bcc6,acc_00148,597.16,SGD,denied,NTUC FairPrice,applepay,2026-08-05T03:12:22Z
txn_7780d20d998a,acc_00068,536.67,SGD,pending,Grab,applepay,2026-08-05T03:12:26Z
txn_41fb17a48f71,acc_00329,373.71,SGD,completed,Guardian,applepay,2026-08-05T03:13:10Z
txn_f074679844c4,acc_00443,687.81,SGD,pending,Guardian,card,2026-08-05T03:13:14Z
txn_12ad4e347f17,acc_00312,370.94,SGD,denied,Watsons,card,2026-08-05T03:13:43Z
txn_c507896c2516,acc_00495,306.64,MYR,completed,McDonald's,grabpay,2026-08-05T03:14:01Z
txn_c3a9f4ed05f9,acc_00127,548.59,SGD,pending,Guardian,grabpay,2026-08-05T03:14:20Z
txn_388aed17ce77,acc_00196,85.56,SGD,completed,Lazada,applepay,2026-08-05T03:14:50Z
txn_3f5390f65662,acc_00210,421.23,SGD,completed,Grab,googlepay,2026-08-05T03:14:56Z
txn_eadafc8b095a,acc_00185,344.42,SGD,pending,McDonald's,applepay,2026-08-05T03:15:25Z
txn_3f6a7a8db2c9,acc_00127,219.98,SGD,pending,7-Eleven,googlepay,2026-08-05T03:15:43Z
txn_6b01d6fa47a3,acc_00145,43.32,SGD,denied,Grab,grabpay,2026-08-05T03:15:59Z
txn_a80309dd9ab3,acc_00228,10.90,SGD,completed,7-Eleven,paynow,2026-08-05T03:16:32Z
txn_e4676cfe518e,acc_00434,35.07,SGD,completed,NTUC FairPrice,paynow,2026-08-05T03:16:32Z
txn_dc8a3701cdb7,acc_00449,338.10,SGD,denied,NTUC FairPrice,googlepay,2026-08-05T03:16:39Z
txn_d8ea3a61152d,acc_00080,776.80,SGD,completed,Shopee,googlepay,2026-08-05T03:17:07Z
txn_e6baa25c7a44,acc_00169,118.47,SGD,completed,NTUC FairPrice,applepay,2026-08-05T03:17:09Z
txn_1f05e364b25c,acc_00494,70.08,SGD,pending,Watsons,grabpay,2026-08-05T03:17:16Z
txn_7c699edc7bd5,acc_00337,870.02,SGD,completed,Grab,googlepay,2026-08-05T03:17:19Z
txn_bf7018f23403,acc_00379,725.12,SGD,completed,Cold Storage,card,2026-08-05T03:17:33Z
txn_fa54414f82fc,acc_00314,827.32,SGD,completed,McDonald's,applepay,2026-08-05T03:17:34Z
txn_3f6bee4488d0,acc_00488,808.01,SGD,completed,Watsons,applepay,2026-08-05T03:17:34Z
txn_08e85f458224,acc_00418,62.91,MYR,pending,Cold Storage,paynow,2026-08-05T03:17:35Z
txn_9d32b8acbca8,acc_00007,138.52,SGD,completed,Guardian,grabpay,2026-08-05T03:17:47Z
txn_650e7d7cc9ea,acc_00283,371.54,MYR,completed,Shopee,card,2026-08-05T03:18:00Z
txn_bd6aa06a789b,acc_00031,825.15,SGD,denied,Grab,googlepay,2026-08-05T03:18:41Z
txn_3ab17f9dbb19,acc_00093,374.90,SGD,completed,Starbucks,grabpay,2026-08-05T03:18:50Z
txn_9ad81982982d,acc_00253,541.44,SGD,completed,Cold Storage,googlepay,2026-08-05T03:19:06Z
txn_f639cb598edc,acc_00452,410.57,SGD,completed,Shopee,card,2026-08-05T03:19:12Z
txn_4937ab1b3f50,acc_00230,101.21,SGD,denied,Cold Storage,card,2026-08-05T03:19:15Z
txn_9bfbf80a4f8c,acc_00091,38.61,MYR,completed,Watsons,grabpay,2026-08-05T03:19:34Z
txn_dde843671c54,acc_00004,434.61,SGD,completed,Watsons,card,2026-08-05T03:19:48Z
txn_8b5c3f2ea17e,acc_00029,634.47,SGD,completed,Shopee,card,2026-08-05T03:20:04Z
txn_ef9349ec959a,acc_00184,56.84,SGD,completed,Grab,applepay,2026-08-05T03:20:15Z
txn_84d9ffe7dcac,acc_00339,442.36,SGD,completed,McDonald's,paynow,2026-08-05T03:20:32Z
txn_ce4f33e76da4,acc_00136,45.16,MYR,pending,Lazada,googlepay,2026-08-05T03:20:53Z
txn_cadf987e9fcc,acc_00241,850.80,SGD,completed,7-Eleven,applepay,2026-08-05T03:21:01Z
txn_40391ed17689,acc_00073,838.89,SGD,completed,Watsons,applepay,2026-08-05T03:21:48Z
txn_033c1d56d117,acc_00158,24.75,MYR,completed,McDonald's,grabpay,2026-08-05T03:22:01Z
txn_6687846408f9,acc_00269,273.83,SGD,completed,NTUC FairPrice,paynow,2026-08-05T03:22:17Z
txn_962868d83745,acc_00389,273.12,SGD,completed,7-Eleven,paynow,2026-08-05T03:22:49Z
txn_1bc7aad88029,acc_00281,77.54,SGD,completed,7-Eleven,applepay,2026-08-05T03:23:01Z
txn_147dd9c03ea6,acc_00389,218.19,SGD,pending,McDonald's,card,2026-08-05T03:23:16Z
txn_5aa9a208ef34,acc_00403,370.80,SGD,denied,Cold Storage,grabpay,2026-08-05T03:23:29Z
txn_7210bad01c20,acc_00290,42.77,SGD,completed,NTUC FairPrice,grabpay,2026-08-05T03:23:37Z
txn_405ceddf21dd,acc_00104,896.13,SGD,completed,Shopee,grabpay,2026-08-05T03:23:54Z
txn_b64d9d05dfc9,acc_00490,496.87,SGD,completed,Guardian,googlepay,2026-08-05T03:24:05Z
txn_6090843603ed,acc_00236,509.58,SGD,completed,Grab,card,2026-08-05T03:24:15Z
txn_457c3c90a279,acc_00458,190.15,SGD,completed,Guardian,card,2026-08-05T03:24:16Z
txn_bc21af119095,acc_00059,780.70,SGD,completed,Guardian,grabpay,2026-08-05T03:24:25Z
txn_d00dd3abb431,acc_00395,283.18,SGD,completed,Grab,paynow,2026-08-05T03:24:32Z
txn_06f0751b1984,acc_00422,818.19,SGD,denied,Lazada,grabpay,2026-08-05T03:24:50Z
txn_af96dc1d0975,acc_00114,802.26,SGD,completed,Guardian,card,2026-08-05T03:24:52Z
txn_24c7c99ef665,acc_00248,380.40,SGD,completed,Starbucks,paynow,2026-08-05T03:24:55Z
txn_9a9a8949700c,acc_00395,877.53,SGD,completed,Lazada,applepay,2026-08-05T03:25:15Z
txn_3ba02f233e30,acc_00002,304.66,SGD,completed,Grab,googlepay,2026-08-05T03:25:26Z
txn_7bed4da9d956,acc_00428,165.16,SGD,completed,7-Eleven,card,2026-08-05T03:25:41Z
txn_feac694c49ee,acc_00023,817.28,SGD,pending,Shopee,googlepay,2026-08-05T03:25:45Z
txn_10ae4848822c,acc_00452,886.92,SGD,denied,Shopee,card,2026-08-05T03:25:53Z
txn_ed1eefbb1352,acc_00208,257.36,SGD,pending,NTUC FairPrice,grabpay,2026-08-05T03:25:59Z
txn_9ee28749db4f,acc_00241,447.46,SGD,completed,Starbucks,grabpay,2026-08-05T03:26:35Z
txn_e42f248d4556,acc_00487,77.29,SGD,pending,Watsons,applepay,2026-08-05T03:26:59Z
txn_e8644aa28b51,acc_00280,768.66,SGD,pending,7-Eleven,googlepay,2026-08-05T03:27:21Z
txn_73f54e981489,acc_00455,207.57,SGD,pending,Starbucks,applepay,2026-08-05T03:27:43Z
txn_24bea541f7b3,acc_00477,473.64,MYR,completed,7-Eleven,card,2026-08-05T03:27:52Z
txn_e00de5027ac5,acc_00131,95.72,SGD,completed,McDonald's,grabpay,2026-08-05T03:28:02Z
txn_debeb6a66a55,acc_00388,155.21,MYR,denied,Starbucks,grabpay,2026-08-05T03:28:07Z
txn_991cf0d16096,acc_00289,100.28,SGD,completed,Shopee,card,2026-08-05T03:28:22Z
txn_875127c84019,acc_00341,160.55,SGD,pending,Shopee,card,2026-08-05T03:28:51Z
txn_220d76f02a8e,acc_00125,272.90,MYR,completed,Shopee,googlepay,2026-08-05T03:28:51Z
txn_879c26871218,acc_00174,419.69,MYR,completed,NTUC FairPrice,card,2026-08-05T03:29:14Z
txn_c13abb45b7b9,acc_00500,144.57,SGD,completed,Guardian,applepay,2026-08-05T03:29:55Z
txn_80c51bb713eb,acc_00377,726.19,SGD,denied,Shopee,grabpay,2026-08-05T03:29:57Z
txn_c1afb497b86a,acc_00223,109.07,SGD,completed,McDonald's,card,2026-08-05T03:29:58Z
txn_fe021c0972a4,acc_00404,577.38,SGD,completed,7-Eleven,card,2026-08-05T03:30:06Z
txn_0d73896c055d,acc_00048,181.72,SGD,pending,Starbucks,card,2026-08-05T03:30:15Z
txn_cd0b1392676c,acc_00079,552.70,SGD,pending,7-Eleven,card,2026-08-05T03:30:16Z
txn_14ea8c886029,acc_00365,651.93,SGD,pending,Watsons,googlepay,2026-08-05T03:30:16Z
txn_6b8da637c0ca,acc_00268,773.97,SGD,pending,Shopee,googlepay,2026-08-05T03:30:22Z
txn_143479f141b4,acc_00191,538.56,MYR,pending,7-Eleven,paynow,2026-08-05T03:30:33Z
txn_4056d839f97a,acc_00080,195.74,SGD,completed,Grab,applepay,2026-08-05T03:31:16Z
txn_9838a49ceffa,acc_00188,558.39,SGD,pending,McDonald's,googlepay,2026-08-05T03:32:43Z
txn_f878c048783b,acc_00428,761.60,SGD,pending,NTUC FairPrice,grabpay,2026-08-05T03:32:56Z
txn_6381b12bcc8c,acc_00281,11.99,SGD,completed,NTUC FairPrice,applepay,2026-08-05T03:33:25Z
txn_0889a916839a,acc_00054,296.74,MYR,completed,7-Eleven,applepay,2026-08-05T03:34:03Z
txn_9a57980ed36e,acc_00473,436.41,SGD,completed,7-Eleven,paynow,2026-08-05T03:34:38Z
txn_41fc036e1a4c,acc_00107,206.76,MYR,denied,McDonald's,applepay,2026-08-05T03:34:40Z
txn_bfbdc502010f,acc_00012,893.77,SGD,completed,NTUC FairPrice,grabpay,2026-08-05T03:34:49Z
txn_7cdd063a7248,acc_00432,452.83,SGD,completed,Cold Storage,paynow,2026-08-05T03:34:58Z
txn_983b13505f47,acc_00121,568.96,SGD,completed,Grab,applepay,2026-08-05T03:35:03Z
txn_725973b8f437,acc_00356,202.13,SGD,completed,Lazada,googlepay,2026-08-05T03:35:24Z
txn_f28d58cd4954,acc_00309,501.99,SGD,completed,Starbucks,applepay,2026-08-05T03:37:31Z
txn_9c7a9fa65cac,acc_00497,363.74,SGD,completed,NTUC FairPrice,googlepay,2026-08-05T03:37:51Z
txn_c87aacb6a33e,acc_00359,280.25,SGD,denied,Grab,paynow,2026-08-05T03:37:51Z
txn_c200b0fad77a,acc_00295,602.93,SGD,denied,Guardian,grabpay,2026-08-05T03:37:55Z
txn_aa80f8bf98e9,acc_00020,91.06,SGD,completed,Shopee,applepay,2026-08-05T03:37:57Z
txn_8b44376b420b,acc_00119,412.43,SGD,completed,McDonald's,card,2026-08-05T03:38:02Z
txn_97a6b60e3a50,acc_00433,698.60,SGD,pending,Shopee,grabpay,2026-08-05T03:38:15Z
txn_955980d6ab50,acc_00198,140.71,SGD,completed,7-Eleven,paynow,2026-08-05T03:38:20Z
txn_72e4225f1701,acc_00426,433.74,SGD,completed,Guardian,googlepay,2026-08-05T03:38:34Z
txn_33c05d99fd15,acc_00186,486.66,SGD,completed,7-Eleven,paynow,2026-08-05T03:38:45Z
txn_82d87bcaf217,acc_00017,54.18,SGD,pending,Starbucks,applepay,2026-08-05T03:38:49Z
txn_a53bd2d30fae,acc_00058,374.46,SGD,denied,Guardian,googlepay,2026-08-05T03:38:53Z
txn_4ac1d4290bfb,acc_00182,11.41,SGD,completed,Lazada,paynow,2026-08-05T03:39:15Z
txn_cfee45b81c11,acc_00322,841.87,SGD,denied,Starbucks,applepay,2026-08-05T03:39:33Z
txn_2ec1e9ae0d90,acc_00242,738.82,SGD,completed,NTUC FairPrice,googlepay,2026-08-05T03:39:34Z
txn_a921d391d287,acc_00162,621.06,SGD,completed,Starbucks,googlepay,2026-08-05T03:40:05Z
txn_70a935183d84,acc_00099,205.82,SGD,completed,Grab,grabpay,2026-08-05T03:40:56Z
txn_6fcd9401fb19,acc_00052,249.72,MYR,pending,Starbucks,applepay,2026-08-05T03:41:18Z
txn_0ae09b3c76e9,acc_00128,253.93,MYR,denied,Starbucks,card,2026-08-05T03:41:35Z
txn_9ca92379f677,acc_00449,334.55,SGD,completed,NTUC FairPrice,googlepay,2026-08-05T03:41:57Z
txn_08b6aca5400e,acc_00146,895.44,SGD,pending,Lazada,grabpay,2026-08-05T03:41:58Z
txn_cd271605702e,acc_00009,697.10,MYR,completed,NTUC FairPrice,card,2026-08-05T03:42:06Z
txn_6d6a4913932c,acc_00347,78.79,SGD,pending,Starbucks,googlepay,2026-08-05T03:42:12Z
txn_b948e57b2605,acc_00003,634.99,SGD,completed,Grab,googlepay,2026-08-05T03:42:16Z
txn_402590f7746c,acc_00013,239.16,SGD,denied,Guardian,card,2026-08-05T03:42:40Z
txn_a8b4002827bd,acc_00112,724.40,SGD,completed,7-Eleven,googlepay,2026-08-05T03:42:42Z
txn_135d78855da7,acc_00162,795.41,SGD,pending,Lazada,paynow,2026-08-05T03:43:12Z
txn_bcaa6fb8b4a9,acc_00047,7.16,SGD,pending,7-Eleven,grabpay,2026-08-05T03:43:19Z
txn_f69476ce9548,acc_00262,735.45,SGD,pending,Watsons,paynow,2026-08-05T03:43:22Z
txn_7c15306d8bbe,acc_00165,19.91,SGD,denied,NTUC FairPrice,paynow,2026-08-05T03:43:25Z
txn_da7b94f9b51f,acc_00145,337.28,SGD,pending,7-Eleven,paynow,2026-08-05T03:43:44Z
txn_fc9138210543,acc_00109,212.29,SGD,denied,Grab,card,2026-08-05T03:43:51Z
txn_51e74f944454,acc_00328,102.42,SGD,completed,Lazada,paynow,2026-08-05T03:43:54Z
txn_ca69e9bca24b,acc_00376,225.71,SGD,completed,NTUC FairPrice,googlepay,2026-08-05T03:43:57Z
txn_ba84872c5bda,acc_00221,543.20,SGD,denied,Cold Storage,grabpay,2026-08-05T03:44:07Z
txn_dafe6de8f9d9,acc_00022,279.16,SGD,completed,Lazada,paynow,2026-08-05T03:44:33Z
txn_d72e8f58abdc,acc_00164,138.15,SGD,pending,Cold Storage,applepay,2026-08-05T03:44:45Z
txn_10fa7889d815,acc_00352,763.68,SGD,completed,McDonald's,card,2026-08-05T03:45:13Z
txn_c57a7d92a96e,acc_00305,179.55,SGD,completed,McDonald's,googlepay,2026-08-05T03:45:34Z
txn_03b73b6a1b21,acc_00356,34.86,SGD,denied,Shopee,grabpay,2026-08-05T03:46:14Z
txn_517bd27c1747,acc_00413,753.91,SGD,completed,Guardian,applepay,2026-08-05T03:46:28Z
txn_88072b44f35a,acc_00458,601.37,SGD,denied,Cold Storage,grabpay,2026-08-05T03:47:01Z
txn_21005e3fa137,acc_00125,528.24,SGD,denied,Starbucks,grabpay,2026-08-05T03:47:06Z
txn_f828efc5e255,acc_00279,376.89,SGD,pending,Cold Storage,card,2026-08-05T03:47:09Z
txn_d9ff89bacde5,acc_00169,513.63,SGD,completed,Grab,paynow,2026-08-05T03:47:52Z
txn_97be4ccf5821,acc_00007,604.27,SGD,pending,Lazada,applepay,2026-08-05T03:48:21Z
txn_aa899886263e,acc_00050,246.17,SGD,completed,Starbucks,googlepay,2026-08-05T03:48:28Z
txn_6a5411a7bcb9,acc_00494,489.24,SGD,completed,Starbucks,applepay,2026-08-05T03:48:50Z
txn_5942e1cf9d6d,acc_00050,882.95,SGD,pending,Watsons,grabpay,2026-08-05T03:48:57Z
txn_d5470a5e0d60,acc_00494,303.75,SGD,pending,7-Eleven,paynow,2026-08-05T03:49:02Z
txn_ea09ed296ddb,acc_00121,291.35,SGD,denied,Watsons,card,2026-08-05T03:49:28Z
txn_9276b8b1b5ff,acc_00039,405.72,SGD,completed,Cold Storage,paynow,2026-08-05T03:49:53Z
txn_3701ac44ca93,acc_00296,12.69,SGD,denied,Guardian,paynow,2026-08-05T03:50:10Z
txn_6802b306513a,acc_00401,550.48,SGD,denied,NTUC FairPrice,googlepay,2026-08-05T03:50:16Z
txn_b7a24bfd63e9,acc_00036,456.59,SGD,completed,Starbucks,applepay,2026-08-05T03:50:33Z
txn_c854b0df0371,acc_00039,849.33,SGD,denied,Grab,paynow,2026-08-05T03:50:48Z
txn_9b02cace7e58,acc_00455,178.90,SGD,denied,Watsons,card,2026-08-05T03:50:48Z
txn_30646110ec98,acc_00487,862.92,SGD,completed,Shopee,googlepay,2026-08-05T03:51:15Z
txn_772477466442,acc_00310,603.36,SGD,pending,McDonald's,card,2026-08-05T03:51:19Z
txn_1e31cc544f69,acc_00332,552.37,MYR,pending,7-Eleven,applepay,2026-08-05T03:51:26Z
txn_cafdb17d8613,acc_00174,754.15,SGD,pending,Starbucks,googlepay,2026-08-05T03:51:39Z
txn_f6344fd3d7ef,acc_00349,883.24,SGD,pending,7-Eleven,googlepay,2026-08-05T03:51:42Z
txn_a91160902bd1,acc_00379,759.12,SGD,pending,Starbucks,paynow,2026-08-05T03:52:12Z
txn_e361d539ea0b,acc_00277,317.30,SGD,completed,Shopee,card,2026-08-05T03:52:13Z
txn_6dcc911b2232,acc_00182,747.31,SGD,denied,Watsons,grabpay,2026-08-05T03:52:15Z
txn_6847813c0784,acc_00395,77.53,SGD,denied,NTUC FairPrice,card,2026-08-05T03:52:18Z
txn_94699790a307,acc_00315,278.22,SGD,completed,McDonald's,grabpay,2026-08-05T03:52:20Z
txn_e4c00424df5d,acc_00122,586.09,SGD,denied,Starbucks,card,2026-08-05T03:52:21Z
txn_eb27d31011a6,acc_00031,636.28,SGD,completed,McDonald's,card,2026-08-05T03:52:28Z
txn_ca80ec36dfc0,acc_00276,551.13,SGD,pending,NTUC FairPrice,applepay,2026-08-05T03:52:38Z
txn_4c39abc49cf1,acc_00183,66.48,SGD,completed,Cold Storage,grabpay,2026-08-05T03:52:40Z
txn_5333559aa8b8,acc_00130,466.29,SGD,completed,Lazada,applepay,2026-08-05T03:52:42Z
txn_61ea4f9d7570,acc_00365,706.03,SGD,pending,7-Eleven,grabpay,2026-08-05T03:52:45Z
txn_e651b637b21a,acc_00004,339.09,SGD,completed,Starbucks,grabpay,2026-08-05T03:52:50Z
txn_afc8dcadef47,acc_00284,37.80,SGD,completed,Cold Storage,applepay,2026-08-05T03:53:14Z
txn_d4dcd2a866eb,acc_00481,14.35,SGD,pending,Grab,paynow,2026-08-05T03:53:36Z
txn_9767233f84fd,acc_00275,879.78,SGD,denied,Starbucks,paynow,2026-08-05T03:53:46Z
txn_aaf97bd196e9,acc_00188,43.96,SGD,denied,Shopee,paynow,2026-08-05T03:53:53Z
txn_74d6d6398483,acc_00436,637.70,SGD,denied,Shopee,applepay,2026-08-05T03:54:27Z
txn_c4f603216fa3,acc_00022,491.07,SGD,completed,7-Eleven,applepay,2026-08-05T03:54:37Z
txn_a9f87113a7f7,acc_00169,200.55,SGD,completed,Grab,applepay,2026-08-05T03:54:41Z
txn_2d3b7ccf6bb7,acc_00152,512.76,SGD,completed,NTUC FairPrice,googlepay,2026-08-05T03:55:07Z
txn_d02511b3ce62,acc_00319,37.30,SGD,completed,Cold Storage,grabpay,2026-08-05T03:55:26Z
txn_e35f111b5c61,acc_00328,580.40,SGD,completed,NTUC FairPrice,googlepay,2026-08-05T03:55:29Z
txn_dedf52385b8c,acc_00222,727.72,MYR,completed,Cold Storage,paynow,2026-08-05T03:55:34Z
txn_17305b637430,acc_00008,240.35,SGD,completed,Starbucks,card,2026-08-05T03:55:40Z
txn_67039e492bc8,acc_00321,592.76,SGD,completed,Starbucks,card,2026-08-05T03:56:22Z
txn_41002c85cc3c,acc_00345,674.73,SGD,denied,Starbucks,grabpay,2026-08-05T03:56:41Z
txn_7403ff26a69b,acc_00438,571.09,SGD,completed,Cold Storage,card,2026-08-05T03:56:48Z
txn_21a388c2a55d,acc_00486,353.09,SGD,pending,Lazada,applepay,2026-08-05T03:57:19Z
txn_d0d082d1e615,acc_00474,776.16,SGD,denied,Shopee,paynow,2026-08-05T03:57:29Z
txn_9f0fdf6c34c2,acc_00419,388.24,SGD,completed,Starbucks,googlepay,2026-08-05T03:57:37Z
txn_58d2991aec62,acc_00310,66.14,SGD,denied,Guardian,grabpay,2026-08-05T03:57:47Z
txn_80196889eabd,acc_00060,517.98,SGD,denied,Shopee,applepay,2026-08-05T03:58:34Z
txn_be0fee2f9940,acc_00338,798.26,MYR,completed,Starbucks,card,2026-08-05T03:58:42Z
txn_192eb08771ed,acc_00163,28.82,SGD,completed,Grab,applepay,2026-08-05T03:58:54Z
txn_a83586803872,acc_00497,427.76,SGD,pending,Lazada,applepay,2026-08-05T03:58:57Z
txn_9172cc495ea4,acc_00190,811.21,SGD,completed,Watsons,grabpay,2026-08-05T03:59:38Z
txn_ca2fbe32deb9,acc_00185,535.38,SGD,completed,NTUC FairPrice,card,2026-08-05T03:59:50Z
txn_31c85626c19d,acc_00497,511.81,SGD,pending,Watsons,grabpay,2026-08-05T03:59:59Z
txn_bc007c2a1fb8,acc_00494,544.23,SGD,completed,Grab,googlepay,2026-08-05T04:00:16Z
txn_e978a05232e9,acc_00304,420.69,SGD,completed,7-Eleven,grabpay,2026-08-05T04:00:33Z
txn_a3a6c3e662bc,acc_00212,171.23,SGD,completed,Shopee,grabpay,2026-08-05T04:01:04Z
txn_593ace3826d8,acc_00072,319.98,SGD,completed,7-Eleven,paynow,2026-08-05T04:01:45Z
txn_5d6d20cb9fd9,acc_00085,876.29,SGD,completed,McDonald's,grabpay,2026-08-05T04:01:49Z
txn_6e46eb057a9d,acc_00041,254.61,SGD,completed,Watsons,card,2026-08-05T04:02:11Z
txn_4af1436cc43f,acc_00213,247.66,SGD,completed,7-Eleven,applepay,2026-08-05T04:02:14Z
txn_e5126697228a,acc_00073,9.42,SGD,completed,Lazada,googlepay,2026-08-05T04:03:11Z
txn_21b03436d2c4,acc_00415,60.15,SGD,completed,Shopee,googlepay,2026-08-05T04:03:40Z
txn_15f856078bdf,acc_00385,443.59,SGD,completed,Grab,card,2026-08-05T04:03:57Z
txn_0c873404b75f,acc_00062,24.89,SGD,completed,Cold Storage,applepay,2026-08-05T04:04:23Z
txn_3a2afc60c957,acc_00388,335.49,SGD,denied,7-Eleven,paynow,2026-08-05T04:04:54Z
txn_aba6bd6d1c2e,acc_00171,571.84,SGD,denied,Grab,googlepay,2026-08-05T04:05:23Z
txn_cbf23238a7a4,acc_00474,736.80,SGD,completed,Shopee,card,2026-08-05T04:05:28Z
txn_fd88d5e34926,acc_00183,889.95,SGD,pending,McDonald's,applepay,2026-08-05T04:05:44Z
txn_a4feaff99927,acc_00260,199.30,SGD,completed,NTUC FairPrice,paynow,2026-08-05T04:06:09Z
txn_ae0d6cdf074f,acc_00229,544.02,SGD,pending,Lazada,paynow,2026-08-05T04:06:10Z
txn_f6d709994d40,acc_00084,470.51,SGD,denied,Grab,paynow,2026-08-05T04:06:15Z
txn_ba18d9b5c3f9,acc_00247,575.57,SGD,completed,NTUC FairPrice,paynow,2026-08-05T04:06:41Z
txn_814b3d480f2d,acc_00157,566.24,SGD,denied,Guardian,card,2026-08-05T04:07:16Z
txn_429a6c0551f0,acc_00137,77.27,SGD,completed,7-Eleven,googlepay,2026-08-05T04:07:59Z
txn_f90550de4759,acc_00401,220.07,SGD,completed,Starbucks,grabpay,2026-08-05T04:08:47Z
txn_40a3c175abe6,acc_00246,397.82,SGD,completed,Cold Storage,applepay,2026-08-05T04:09:13Z
txn_1ae0ed50a4c5,acc_00246,113.86,SGD,completed,Grab,googlepay,2026-08-05T04:09:30Z
txn_af0f4aafdaba,acc_00034,287.26,MYR,pending,Lazada,applepay,2026-08-05T04:09:44Z
txn_12f04e3f8de0,acc_00041,137.97,MYR,pending,Grab,paynow,2026-08-05T04:10:09Z
txn_7d71d25206c9,acc_00239,630.26,SGD,completed,Guardian,googlepay,2026-08-05T04:10:12Z
txn_cc58170498d3,acc_00310,744.44,SGD,completed,Starbucks,card,2026-08-05T04:10:27Z
txn_2b754c564afb,acc_00222,100.49,SGD,completed,Grab,paynow,2026-08-05T04:11:37Z
txn_2832b0ba66a1,acc_00364,585.95,SGD,denied,Watsons,grabpay,2026-08-05T04:12:06Z
txn_83346056caaa,acc_00125,719.60,SGD,completed,McDonald's,grabpay,2026-08-05T04:12:07Z
txn_912e04cd09e8,acc_00342,735.84,SGD,completed,Shopee,grabpay,2026-08-05T04:12:09Z
txn_8db00590f1a6,acc_00413,35.18,SGD,denied,7-Eleven,grabpay,2026-08-05T04:12:23Z
txn_fc5b66cf842b,acc_00177,656.36,SGD,pending,Guardian,googlepay,2026-08-05T04:12:37Z
txn_ffbb42f7f788,acc_00025,535.54,SGD,completed,NTUC FairPrice,card,2026-08-05T04:12:56Z
txn_72558fe52f20,acc_00475,121.84,SGD,completed,Lazada,googlepay,2026-08-05T04:13:48Z
